train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/std,train/loss,time/total_timesteps,train/explained_variance,train/value_loss,train/clip_range,time/iterations,rollout/ep_len_mean,train/clip_fraction,rollout/ep_rew_mean,time/fps,train/approx_kl,time/time_elapsed,train/learning_rate
28290,0.004598771367454901,-8.59122013449669,0.42636343836784363,136.946044921875,5795840,0.9432573,298.59156436920165,0.2,2830,105.87,0.447607421875,560.75693325,114,0.7726666,50485,0.0003
28390,-0.022656954504782334,-8.630402007699013,0.4268329441547394,91.99620819091797,5816320,0.9493273,333.60857038497926,0.2,2840,103.56,0.414892578125,547.6741993299999,115,0.3538713,50569,0.0003
28490,-0.005524891894310713,-8.578603953123093,0.4259567856788635,135.49844360351562,5836800,0.9424166,326.9032524585724,0.2,2850,107.88,0.427880859375,573.08659253,115,0.7662956,50652,0.0003
28590,-0.015493442674051039,-8.564609786868095,0.4256761074066162,182.72714233398438,5857280,0.9458677,333.66680274009707,0.2,2860,105.38,0.39453125,559.1484197400001,115,0.27711686,50741,0.0003
28690,-0.007276177938911133,-8.540181782841682,0.42504093050956726,147.7742156982422,5877760,0.9514884,320.34621658325193,0.2,2870,105.04,0.421923828125,559.83606962,115,0.3468573,50829,0.0003
28790,-0.017112714471295476,-8.532357397675515,0.424434095621109,101.43170166015625,5898240,0.94952613,302.07798194885254,0.2,2880,109.8,0.394482421875,586.3974598199999,115,0.47690916,50915,0.0003
28890,-0.01638214187405538,-8.523203265666961,0.42404675483703613,105.11070251464844,5918720,0.9493941,336.64044694900514,0.2,2890,111.19,0.396435546875,585.6603374900001,116,0.36492503,51002,0.0003
28990,0.019458196000778118,-8.503855031728744,0.42444226145744324,78.34693908691406,5939200,0.9605282,276.396248793602,0.2,2900,108.17,0.47939453125,578.37359626,116,0.66646,51089,0.0003
29090,-0.022262403137574438,-8.499771562218665,0.42412427067756653,123.98054504394531,5959680,0.959354,257.4378712654114,0.2,2910,104.06,0.403759765625,559.2029593500001,116,0.39899656,51180,0.0003
29190,-0.017037008272018282,-8.428505468368531,0.42249810695648193,82.48758697509766,5980160,0.9621298,250.45558412075042,0.2,2920,105.44,0.434423828125,556.15029164,116,0.415654,51266,0.0003
29290,-0.016151105819153598,-8.35760478079319,0.42053863406181335,107.68028259277344,6000640,0.94437456,328.419238615036,0.2,2930,102.46,0.39853515625,538.28932507,116,0.36217713,51348,0.0003
29390,-0.0013240412110462785,-8.342119869589805,0.4206118881702423,82.7721176147461,6021120,0.9619213,246.7166711807251,0.2,2940,98.84,0.4541015625,523.50114048,117,0.50972736,51432,0.0003
29490,-0.013531391228025314,-8.276970064640045,0.41917580366134644,80.54966735839844,6041600,0.9646751,253.36106288433075,0.2,2950,108.02,0.440283203125,577.7757586,117,0.5010288,51516,0.0003
29590,-0.006141948403092101,-8.224422937631607,0.4178861677646637,235.85693359375,6062080,0.9496389,363.86404972076417,0.2,2960,110.33,0.3984375,596.22509717,117,0.48839024,51601,0.0003
29690,-0.012018875774811023,-8.25152208507061,0.41858139634132385,119.04174041748047,6082560,0.9520601,351.9118821620941,0.2,2970,108.45,0.40595703125,579.37807932,117,0.6173402,51684,0.0003
29790,-0.03401424814655911,-8.212530297040939,0.4173806607723236,179.37893676757812,6103040,0.9492032,352.0197138786316,0.2,2980,112.32,0.36884765625,598.4666897999999,117,0.28581232,51764,0.0003
29890,0.022987089170783293,-8.2111381649971,0.4172082245349884,63.71693420410156,6123520,0.96009094,237.31053965091706,0.2,2990,107.55,0.4869140625,575.2438013199999,118,0.90347373,51845,0.0003
29990,0.03550867448793724,-8.203107446432114,0.4166219234466553,114.13324737548828,6144000,0.95370793,291.96822319030764,0.2,3000,104.94,0.46162109375,562.58443569,118,0.6530971,51932,0.0003
30090,-0.021703045116737485,-8.194758707284928,0.41590601205825806,154.99488830566406,6164480,0.9274403,477.4501476764679,0.2,3010,113.66,0.34970703125,610.25205592,118,0.31871802,52016,0.0003
30190,-0.01859761822852306,-8.161577612161636,0.4147936999797821,141.7639617919922,6184960,0.94257295,388.1275583744049,0.2,3020,109.19,0.370703125,584.3117497,118,0.35412195,52100,0.0003
30290,-0.015600348997395486,-8.096057200431824,0.4136742353439331,111.59745025634766,6205440,0.938534,406.06776156425474,0.2,3030,111.59,0.455029296875,601.73721616,118,0.44932798,52183,0.0003
30390,-0.0006199513270985335,-8.029445013403892,0.4122883975505829,125.52106475830078,6225920,0.9447005,320.1099254131317,0.2,3040,107.48,0.4544921875,577.8471392499999,119,0.4795792,52266,0.0003
30490,-0.018703589745564388,-7.980840727686882,0.41091683506965637,100.17536163330078,6246400,0.94455326,383.20962052345277,0.2,3050,108.95,0.357177734375,588.0243302,119,0.3867186,52349,0.0003
30590,-0.0012088172166841104,-7.939234882593155,0.41043341159820557,119.67538452148438,6266880,0.9576503,288.16901988983153,0.2,3060,108.25,0.47607421875,586.38627074,119,0.62479377,52434,0.0003
30690,0.00464876442856621,-7.935862331092357,0.41043564677238464,103.12133026123047,6287360,0.9492446,329.4571653366089,0.2,3070,111.78,0.43896484375,605.4099519700001,119,0.5926274,52520,0.0003
30790,-0.01594642081472557,-7.916497939825058,0.41016438603401184,112.82801055908203,6307840,0.95127743,344.8939431190491,0.2,3080,108.18,0.392431640625,579.3816658799999,119,0.27358925,52612,0.0003
30890,-0.00923611952457577,-7.91994349360466,0.4100241959095001,70.0107421875,6328320,0.94591534,351.45428161621095,0.2,3090,108.42,0.3578125,584.3585796599999,120,0.45527983,52695,0.0003
30990,0.014160232650465333,-7.923271553218365,0.40992945432662964,111.93582153320312,6348800,0.94016004,351.7769791603088,0.2,3100,108.16,0.457080078125,580.3066641700002,120,0.95611846,52777,0.0003
31090,-0.024108679269556888,-7.879007589817047,0.408862829208374,163.26014709472656,6369280,0.9282084,416.0691785812378,0.2,3110,107.38,0.39111328125,578.62943275,120,0.21685722,52858,0.0003
31190,-0.004063525557285175,-7.831016950309277,0.40777161717414856,143.6333770751953,6389760,0.9561284,305.9360375881195,0.2,3120,107.63,0.457470703125,577.93153986,120,0.53666544,52943,0.0003
31290,-0.02447374527400825,-7.792903055250645,0.40600547194480896,194.41200256347656,6410240,0.93746483,385.6852840423584,0.2,3130,105.54,0.36591796875,571.57555831,120,0.3186233,53025,0.0003
31390,-0.00981339680729434,-7.821498356759548,0.4073167145252228,168.080322265625,6430720,0.9402722,413.3746754169464,0.2,3140,105.78,0.379443359375,574.0092901800001,121,0.27755523,53106,0.0003
31490,0.0008038419531658292,-7.806086555123329,0.4069952666759491,177.27781677246094,6451200,0.9484969,337.48974137306215,0.2,3150,105.29,0.41513671875,572.27506471,121,0.39354366,53187,0.0003
31590,0.004298124098568223,-7.764587216079235,0.4062003493309021,79.6417236328125,6471680,0.94097453,337.01143672466276,0.2,3160,108.29,0.461376953125,586.6634263699999,121,0.52151424,53270,0.0003
31690,-0.023204330791486427,-7.72991219162941,0.40577560663223267,117.58322143554688,6492160,0.93776274,481.309950876236,0.2,3170,111.44,0.3599609375,604.89093204,121,0.3208065,53355,0.0003
31790,0.010643265533144586,-7.679723197221756,0.4043062627315521,155.68275451660156,6512640,0.9397091,372.6647954463959,0.2,3180,107.38,0.4607421875,579.25878063,121,0.901355,53435,0.0003
31890,-0.008804723384673706,-7.666953322291374,0.40445443987846375,65.2549057006836,6533120,0.95804524,279.8679187297821,0.2,3190,109.77,0.45859375,599.25196075,122,0.4431302,53519,0.0003
31990,-0.001043305467464961,-7.62198480963707,0.40305760502815247,98.83149719238281,6553600,0.94420195,320.40969314575193,0.2,3200,106.17,0.4787109375,576.53637022,122,1.0511312,53601,0.0003
32090,-0.0136792512901593,-7.556740130484104,0.4012063443660736,161.83642578125,6574080,0.9451944,382.81305384635925,0.2,3210,109.57,0.396533203125,592.47962839,122,0.4244327,53681,0.0003
32190,-0.022783260281721597,-7.523629419505596,0.4003547132015228,155.26783752441406,6594560,0.9373301,430.2664846897125,0.2,3220,107.45,0.36923828125,584.5066412900001,122,0.3756295,53766,0.0003
32290,-0.01426737113215495,-7.443067958950996,0.39810431003570557,114.90120697021484,6615040,0.9570661,324.6004473686218,0.2,3230,109.01,0.40849609375,584.32855475,122,0.4359131,53851,0.0003
32390,-0.020236164319794626,-7.463825091719627,0.3987646698951721,111.87422180175781,6635520,0.95357955,337.2030758857727,0.2,3240,109.56,0.38955078125,591.62847514,123,0.3362793,53934,0.0003
32490,-0.0050478432793170215,-7.475184926390648,0.3996775448322296,157.37416076660156,6656000,0.9596695,274.503249835968,0.2,3250,111.35,0.42548828125,596.46411371,123,0.33916888,54022,0.0003
32590,-0.014660798231489025,-7.4654786959290504,0.39913302659988403,86.77418518066406,6676480,0.9645199,237.45715680122376,0.2,3260,107.17,0.427783203125,578.15367274,123,0.43521166,54105,0.0003
32690,-0.012197324700537138,-7.437869088351727,0.39827072620391846,79.72711181640625,6696960,0.95740867,272.20406811237336,0.2,3270,109.74,0.446142578125,590.9415718,123,0.37608832,54188,0.0003
32790,-0.02060255362011958,-7.4349148869514465,0.39835599064826965,65.78655242919922,6717440,0.9617003,241.9898262500763,0.2,3280,109.13,0.4046875,585.3999927899999,123,0.27809733,54270,0.0003
32890,-0.0257885943952715,-7.387277589738369,0.39738133549690247,89.66959381103516,6737920,0.94629943,366.9257455825806,0.2,3290,109.57,0.369677734375,590.15829833,123,0.20031896,54353,0.0003
32990,-0.008620493399212137,-7.370059786736965,0.3970448076725006,123.64779663085938,6758400,0.9637794,216.55871598720552,0.2,3300,110.41,0.460693359375,594.54797884,124,0.5212656,54436,0.0003
33090,-0.006901817885227502,-7.313556089997292,0.39541393518447876,144.33627319335938,6778880,0.94884735,324.7052800178528,0.2,3310,104.89,0.4294921875,567.7921751399999,124,0.36173227,54521,0.0003
33190,-0.021550152279087343,-7.293053737282753,0.39486879110336304,101.28276062011719,6799360,0.9604938,280.4205319881439,0.2,3320,111.84,0.386279296875,598.68146617,124,0.29390606,54599,0.0003
33290,-0.01840726785303559,-7.268626494705677,0.39380258321762085,100.98479461669922,6819840,0.91853225,347.629475736618,0.2,3330,113.31,0.41953125,602.67462473,124,0.39607295,54679,0.0003
33390,0.002560450352029875,-7.174264226853848,0.3914637267589569,80.55855560302734,6840320,0.95966935,279.69389178752897,0.2,3340,110.88,0.485498046875,596.2096036999999,124,0.52227324,54761,0.0003
33490,-0.00904552884749137,-7.190999731421471,0.3915480375289917,123.83338928222656,6860800,0.9571842,292.39537887573243,0.2,3350,112.38,0.391162109375,601.1527949300001,125,0.37185714,54842,0.0003
33590,-0.014530734822619707,-7.1573049277067184,0.3907597064971924,111.48887634277344,6881280,0.95832634,288.90997819900514,0.2,3360,111.54,0.431884765625,599.44519637,125,0.6274177,54924,0.0003
33690,-0.017381066708185244,-7.149109104275704,0.38991838693618774,86.79208374023438,6901760,0.95268077,328.3001027107239,0.2,3370,112.38,0.417138671875,613.05988528,125,0.4151156,55004,0.0003
33790,0.002712000557221472,-7.121309170126915,0.38898640871047974,133.1592559814453,6922240,0.95241416,281.5727563381195,0.2,3380,106.98,0.45810546875,583.4743415299998,125,0.6712282,55084,0.0003
33890,-0.014315253586391918,-7.10207112878561,0.3887462317943573,124.67386627197266,6942720,0.95583093,277.0867946624756,0.2,3390,107.36,0.4048828125,576.86110937,125,0.29038233,55166,0.0003
33990,0.0032285413617501035,-7.049357403814793,0.3874833285808563,95.04244995117188,6963200,0.9582723,248.0883992433548,0.2,3400,105.51,0.413427734375,568.8636213400001,126,0.54914343,55248,0.0003
34090,-0.012039096103399061,-6.9650361210107805,0.3857506513595581,127.86427307128906,6983680,0.95100194,307.52180485725404,0.2,3410,103.69,0.391748046875,566.58548637,126,0.39592832,55331,0.0003
34190,-0.0144938831042964,-6.967703881859779,0.38600966334342957,111.25203704833984,7004160,0.95909095,258.9154538631439,0.2,3420,107.95,0.3998046875,590.03751476,126,0.40355706,55414,0.0003
34290,0.009218928184418473,-6.901789931952953,0.3844301700592041,106.63280487060547,7024640,0.95767903,291.4060160636902,0.2,3430,103.54,0.507421875,565.81759633,126,0.4524859,55498,0.0003
34390,-0.01315897844324354,-6.914096796512604,0.38400089740753174,115.90200805664062,7045120,0.95020735,300.52889783382415,0.2,3440,103.86,0.43115234375,565.7702511,126,0.48626325,55582,0.0003
34490,-0.01612361978914123,-6.931694503128528,0.3841593265533447,89.0442123413086,7065600,0.9708896,211.4039286851883,0.2,3450,106.56,0.40947265625,581.48720803,126,0.37572974,55665,0.0003
34590,-0.010430658588302322,-6.896843908727169,0.38355329632759094,107.77132415771484,7086080,0.9721345,195.60039970874786,0.2,3460,105.48,0.43935546875,579.2739522500001,127,0.51148033,55748,0.0003
34690,-0.010185183108842467,-6.841744157671928,0.38217073678970337,94.90069580078125,7106560,0.95905656,260.9753994464874,0.2,3470,104.24,0.464501953125,570.7447579400001,127,0.56138897,55832,0.0003
34790,-0.01297047974076122,-6.894998595118523,0.3836576044559479,122.67425537109375,7127040,0.9555423,312.49764065742494,0.2,3480,106.25,0.400244140625,578.5793048099999,127,0.30745602,55916,0.0003
34890,-0.011159786222560798,-6.809408786892891,0.38172298669815063,157.45208740234375,7147520,0.94830656,355.0092010498047,0.2,3490,108.61,0.455419921875,597.54983442,127,0.6429,56000,0.0003
34990,-0.0048061698878882455,-6.811400876939297,0.38225865364074707,110.55047607421875,7168000,0.9548184,299.31211628913877,0.2,3500,111.23,0.44580078125,606.55420757,127,0.8324945,56087,0.0003
35090,0.007908180978847667,-6.789123271405697,0.3811768591403961,88.74998474121094,7188480,0.96362525,248.3979808330536,0.2,3510,109.35,0.49169921875,594.1999624700001,127,0.45121467,56187,0.0003
35190,0.00446386345429346,-6.767632354795933,0.38024407625198364,74.63404846191406,7208960,0.96558374,227.52263181209565,0.2,3520,106.15,0.485693359375,573.83531939,128,0.64866483,56271,0.0003
35290,-0.008187955612083898,-6.772170056402683,0.3808958828449249,165.78086853027344,7229440,0.95098156,316.98798241615293,0.2,3530,111.96,0.4333984375,609.18260793,128,0.53199404,56353,0.0003
35390,-0.005039963035960682,-6.724952605366707,0.379800021648407,106.67184448242188,7249920,0.9538225,323.4728260993958,0.2,3540,109.95,0.41806640625,595.8681499099999,128,0.38104635,56434,0.0003
35490,-0.0035986124421469867,-6.760300236940384,0.3807954788208008,91.04051208496094,7270400,0.95975316,283.2542046070099,0.2,3550,110.01,0.452294921875,598.8533813900001,128,0.49931943,56524,0.0003
35590,-0.012563725738436915,-6.7972261875867845,0.38125017285346985,96.90380859375,7290880,0.95989716,292.24575939178465,0.2,3560,110.34,0.436181640625,599.92340563,128,0.39126316,56612,0.0003
35690,0.004696492583025247,-6.7150684431195256,0.37962037324905396,92.50011444091797,7311360,0.9655858,239.08013420104982,0.2,3570,108.88,0.527685546875,597.2106606000001,128,0.61771786,56694,0.0003
35790,-0.019865052419481798,-6.636174711585045,0.3787943124771118,168.52951049804688,7331840,0.94931084,351.5246850013733,0.2,3580,108.85,0.3775390625,593.13152522,129,0.380604,56778,0.0003
35890,-0.009096138124004938,-6.603217376768589,0.3776729702949524,105.54081726074219,7352320,0.9377212,355.93391408920286,0.2,3590,103.47,0.398046875,564.16043432,129,0.36978075,56871,0.0003
35990,-0.017263748619006945,-6.610083802044391,0.37813499569892883,131.620849609375,7372800,0.9530828,347.66264071464536,0.2,3600,106.62,0.37900390625,580.63026265,129,0.3189873,56964,0.0003
