train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps,train/n_updates,train/actor_loss,rollout/ep_len_mean,time/episodes
0.001,82.39081320999999,25033,1.0467157363891602,25,629715,629614,-40.775146484375,17.72,35220
0.001,82.21470579999999,25035,0.48466575145721436,25,629891,629790,-39.827972412109375,17.65,35230
0.001,82.10863884999999,25036,0.5327079892158508,25,630063,629962,-39.104705810546875,17.62,35240
0.001,81.96241267,25038,0.9150477051734924,25,630239,630138,-38.93011474609375,17.57,35250
0.001,81.94832908000001,25040,0.28894510865211487,25,630417,630316,-40.92058563232422,17.57,35260
0.001,82.00223233000001,25041,1.0013697147369385,25,630594,630493,-39.67720031738281,17.59,35270
0.001,81.89097212000001,25043,1.0220446586608887,25,630766,630665,-40.996795654296875,17.55,35280
0.001,82.02955284,25045,1.119950532913208,25,630947,630846,-42.856075286865234,17.6,35290
0.001,82.23813079000001,25047,1.1066441535949707,25,631133,631032,-41.781166076660156,17.66,35300
0.001,82.377463,25048,0.5152881741523743,25,631308,631207,-40.46961212158203,17.71,35310
0.001,82.63889087,25050,0.8437041640281677,25,631495,631394,-37.92415237426758,17.8,35320
0.001,82.67960016,25051,0.40987423062324524,25,631673,631572,-40.211891174316406,17.82,35330
0.001,83.01264680999999,25053,0.6672884821891785,25,631856,631755,-42.62969207763672,17.93,35340
0.001,83.15478879,25054,1.076758623123169,25,632037,631936,-41.20586395263672,17.98,35350
0.001,83.19199271000001,25056,0.5400079488754272,25,632216,632115,-40.277061462402344,17.99,35360
0.001,83.0939892,25057,0.4652565121650696,25,632389,632288,-39.005855560302734,17.95,35370
0.001,83.28323976,25059,0.5364440679550171,25,632568,632467,-40.57207489013672,18.02,35380
0.001,83.26733092000002,25061,0.634492039680481,25,632748,632647,-40.61673355102539,18.01,35390
0.001,83.08000308999999,25062,0.40330052375793457,25,632928,632827,-39.832000732421875,17.95,35400
0.001,83.12456302000001,25064,0.7630321979522705,25,633105,633004,-38.88881301879883,17.97,35410
0.001,82.78852050000002,25065,0.9983993172645569,25,633281,633180,-38.083465576171875,17.86,35420
0.001,82.91406806,25067,1.090153694152832,25,633463,633362,-38.97247314453125,17.9,35430
0.001,82.58548947000001,25069,0.7177678346633911,25,633635,633534,-40.50511169433594,17.79,35440
0.001,82.50375748999998,25070,0.7179864645004272,25,633813,633712,-41.07660675048828,17.76,35450
0.001,82.72400415000001,25072,1.2889554500579834,25,634000,633899,-40.4716911315918,17.84,35460
0.001,82.67367456,25074,1.1134843826293945,25,634172,634071,-38.72707748413086,17.83,35470
0.001,82.73722106000001,25075,0.7043312788009644,25,634353,634252,-40.99219512939453,17.85,35480
0.001,82.68556236,25077,1.6665449142456055,25,634532,634431,-40.18876647949219,17.84,35490
0.001,82.66057036999999,25078,0.7061407566070557,25,634711,634610,-38.296058654785156,17.83,35500
0.001,82.62126179,25080,1.287259578704834,25,634886,634785,-40.75775909423828,17.81,35510
0.001,82.61952201,25081,0.9112772941589355,25,635061,634960,-41.925132751464844,17.8,35520
0.001,82.51814743000001,25083,0.3946033716201782,25,635240,635139,-40.60346984863281,17.77,35530
0.001,82.65188026000001,25085,0.8568456768989563,25,635417,635316,-42.79936599731445,17.82,35540
0.001,82.68561614000001,25087,1.059636116027832,25,635596,635495,-40.02104568481445,17.83,35550
0.001,82.53773573000001,25088,0.4479871392250061,25,635777,635676,-41.98789978027344,17.77,35560
0.001,82.80797088,25090,0.7875210642814636,25,635958,635857,-38.101810455322266,17.86,35570
0.001,82.72236437,25092,0.5956254005432129,25,636136,636035,-40.64300537109375,17.83,35580
0.001,82.88706063999999,25093,0.8041542768478394,25,636321,636220,-39.3673095703125,17.89,35590
0.001,82.87283297999998,25095,0.6747570037841797,25,636500,636399,-42.310585021972656,17.89,35600
0.001,83.15679895000001,25096,1.145994782447815,25,636685,636584,-39.85240936279297,17.99,35610
0.001,83.40706279,25098,0.6248313188552856,25,636869,636768,-41.35455322265625,18.08,35620
0.001,83.31824245,25099,0.7778873443603516,25,637045,636944,-39.18330001831055,18.05,35630
0.001,83.45455497,25101,0.6627457737922668,25,637226,637125,-38.306297302246094,18.09,35640
0.001,83.47731040000001,25103,0.6045441627502441,25,637406,637305,-42.35014724731445,18.1,35650
0.001,83.31852713,25104,0.8435733318328857,25,637582,637481,-40.14619445800781,18.05,35660
0.001,83.3174748,25106,0.13635343313217163,25,637762,637661,-40.361419677734375,18.04,35670
0.001,83.23570649,25107,0.45570582151412964,25,637937,637836,-40.25090789794922,18.01,35680
0.001,83.15221146999998,25109,0.8252084255218506,25,638118,638017,-39.941688537597656,17.97,35690
0.001,83.13808956999999,25111,0.5300143957138062,25,638297,638196,-40.79789733886719,17.97,35700
0.001,82.88272817,25112,0.5798580646514893,25,638474,638373,-39.20178985595703,17.89,35710
0.001,82.94694460000001,25114,0.9270381927490234,25,638660,638559,-39.386085510253906,17.91,35720
0.001,83.16298246000001,25116,0.5089176893234253,25,638843,638742,-40.696044921875,17.98,35730
0.001,82.98846088,25117,0.663876473903656,25,639019,638918,-38.673065185546875,17.93,35740
0.001,83.27611531000001,25119,1.0793163776397705,25,639209,639108,-36.96099090576172,18.03,35750
0.001,83.36394494,25120,1.123183250427246,25,639388,639287,-39.997833251953125,18.06,35760
0.001,83.36094444,25122,0.6883636116981506,25,639569,639468,-37.951416015625,18.07,35770
0.001,83.33692787,25124,1.0599949359893799,25,639743,639642,-39.73542785644531,18.06,35780
0.001,83.27147464000001,25125,0.6910184621810913,25,639922,639821,-38.62257766723633,18.04,35790
0.001,83.35024884,25127,0.7012431025505066,25,640103,640002,-41.01124572753906,18.06,35800
0.001,83.48618612,25128,0.9110368490219116,25,640284,640183,-40.55992889404297,18.1,35810
0.001,83.25588996999998,25130,0.7743288278579712,25,640462,640361,-39.85044479370117,18.02,35820
0.001,83.28350404000001,25132,0.601963996887207,25,640646,640545,-41.31167984008789,18.03,35830
0.001,83.33065221000001,25133,0.6689143180847168,25,640823,640722,-41.03895568847656,18.04,35840
0.001,83.09062253,25135,1.0672926902770996,25,641005,640904,-41.29905700683594,17.96,35850
0.001,82.89383031999999,25136,0.7860639095306396,25,641177,641076,-42.381187438964844,17.89,35860
0.001,83.03226359,25138,0.3372483253479004,25,641362,641261,-38.2506103515625,17.93,35870
0.001,83.17424525,25139,0.7567391395568848,25,641541,641440,-38.57291793823242,17.98,35880
0.001,83.05406407999999,25141,1.0324773788452148,25,641716,641615,-41.53900909423828,17.94,35890
0.001,82.83806064000001,25142,0.8910204172134399,25,641890,641789,-39.60509490966797,17.87,35900
0.001,82.75262084999999,25144,1.0872546434402466,25,642068,641967,-38.93418884277344,17.84,35910
0.001,82.86507175999999,25146,0.9148516058921814,25,642250,642149,-39.03002166748047,17.88,35920
0.001,82.76192896,25147,0.6028146743774414,25,642431,642330,-41.820106506347656,17.85,35930
0.001,82.67367876999998,25149,0.26696550846099854,25,642605,642504,-39.77210235595703,17.82,35940
0.001,82.56786917000001,25150,1.0347468852996826,25,642783,642682,-39.051490783691406,17.78,35950
0.001,82.69987415,25152,0.8717103004455566,25,642960,642859,-40.383758544921875,17.83,35960
0.001,82.36393473,25154,0.5140115022659302,25,643134,643033,-37.85365295410156,17.72,35970
0.001,82.4866789,25155,0.5905382037162781,25,643317,643216,-40.700172424316406,17.76,35980
0.001,82.57130588,25157,0.5202044248580933,25,643495,643394,-43.19000244140625,17.79,35990
0.001,82.62544517,25158,1.1646788120269775,25,643671,643570,-40.17842483520508,17.81,36000
0.001,82.54472085000002,25160,1.0040149688720703,25,643846,643745,-41.46428680419922,17.78,36010
0.001,82.34522336000002,25161,0.5685224533081055,25,644021,643920,-41.82516098022461,17.71,36020
0.001,82.33308726000001,25163,0.32338786125183105,25,644201,644100,-39.50476837158203,17.7,36030
0.001,82.31013438,25165,0.8444182872772217,25,644374,644273,-39.694915771484375,17.69,36040
0.001,82.56406214,25166,0.44892817735671997,25,644561,644460,-40.82051086425781,17.78,36050
0.001,82.76639662,25168,1.1475073099136353,25,644745,644644,-42.83262634277344,17.85,36060
0.001,82.74275727,25170,0.6697544455528259,25,644918,644817,-39.22963333129883,17.84,36070
0.001,82.58282506000002,25171,1.5750386714935303,25,645096,644995,-40.6072998046875,17.79,36080
0.001,82.74669635000001,25173,0.35583746433258057,25,645279,645178,-39.9483757019043,17.84,36090
0.001,82.96952122,25175,0.6651657819747925,25,645462,645361,-40.084800720214844,17.91,36100
0.001,83.17205143000001,25177,0.6632919907569885,25,645644,645543,-41.98687744140625,17.98,36110
0.001,83.3096193,25178,0.5218546390533447,25,645824,645723,-39.944881439208984,18.03,36120
0.001,83.28410071,25180,0.5351106524467468,25,646003,645902,-42.30560302734375,18.02,36130
0.001,83.25820032,25181,0.8439812660217285,25,646175,646074,-38.229644775390625,18.01,36140
0.001,83.04752368,25183,0.9431366324424744,25,646354,646253,-42.562477111816406,17.93,36150
0.001,83.03526917,25185,1.251325011253357,25,646538,646437,-41.133522033691406,17.93,36160
0.001,83.15588944,25186,0.7968263030052185,25,646715,646614,-40.125221252441406,17.97,36170
0.001,83.24015115,25188,0.7395699620246887,25,646895,646794,-40.17790985107422,17.99,36180
0.001,83.03999443000001,25190,0.5753092765808105,25,647071,646970,-39.814727783203125,17.92,36190
0.001,82.8297479,25191,0.6834261417388916,25,647247,647146,-40.40913391113281,17.85,36200
0.001,83.0738167,25193,0.9287455081939697,25,647437,647336,-39.612918853759766,17.93,36210
0.001,82.88946583,25194,1.1471242904663086,25,647611,647510,-41.40510177612305,17.87,36220
0.001,82.80524729000001,25196,0.2709774971008301,25,647787,647686,-41.07783508300781,17.84,36230
0.001,82.89542191999999,25198,0.7835140824317932,25,647962,647861,-40.45619201660156,17.87,36240
0.001,82.68644614,25199,1.2227849960327148,25,648134,648033,-40.456321716308594,17.8,36250
0.001,82.65779634999998,25201,0.46897098422050476,25,648316,648215,-41.259063720703125,17.78,36260
0.001,82.55531425000001,25203,1.2387250661849976,25,648490,648389,-38.17195510864258,17.75,36270
0.001,82.80563769,25204,0.7502449154853821,25,648679,648578,-39.867340087890625,17.84,36280
0.001,83.12652935,25206,1.1430232524871826,25,648866,648765,-39.09028625488281,17.95,36290
0.001,83.15147427,25208,0.2929450273513794,25,649043,648942,-40.8487434387207,17.96,36300
0.001,82.66038214999999,25209,0.8301522731781006,25,649217,649116,-39.173362731933594,17.8,36310
0.001,82.79547887999999,25211,0.8750537037849426,25,649396,649295,-38.42772674560547,17.85,36320
0.001,82.89516136,25213,0.44357728958129883,25,649576,649475,-41.02044677734375,17.89,36330
0.001,82.93710671000001,25214,0.6341814994812012,25,649753,649652,-39.13908767700195,17.91,36340
0.001,83.18651497,25216,0.9945002794265747,25,649934,649833,-42.424842834472656,18.0,36350
0.001,83.12029273,25218,1.0939173698425293,25,650114,650013,-39.32371520996094,17.98,36360
0.001,83.32699946999999,25219,0.7294403910636902,25,650295,650194,-40.598793029785156,18.05,36370
0.001,82.94250162,25221,0.593934178352356,25,650471,650370,-40.08989334106445,17.92,36380
0.001,82.62403938,25222,0.9837954640388489,25,650648,650547,-40.46410369873047,17.82,36390
0.001,82.92742969,25224,0.47348907589912415,25,650835,650734,-40.1801643371582,17.92,36400
0.001,83.17904786999999,25226,0.804978609085083,25,651017,650916,-41.67448043823242,18.0,36410
0.001,83.10875973,25227,0.9297381639480591,25,651193,651092,-38.61460494995117,17.97,36420
0.001,83.0540886,25229,0.14817026257514954,25,651370,651269,-40.52819061279297,17.94,36430
0.001,83.15168113000001,25231,0.7841727137565613,25,651550,651449,-40.2040901184082,17.97,36440
0.001,83.15741685,25232,0.7263116240501404,25,651731,651630,-40.55155944824219,17.97,36450
0.001,82.93207441,25234,0.7019996643066406,25,651903,651802,-39.19353103637695,17.89,36460
0.001,82.85392257000001,25235,1.0000076293945312,25,652081,651980,-37.98955154418945,17.86,36470
0.001,83.09446948,25237,1.4835089445114136,25,652266,652165,-40.78471374511719,17.95,36480
0.001,83.17065591,25239,0.9082262516021729,25,652445,652344,-39.877227783203125,17.97,36490
0.001,82.65968437,25240,1.3403986692428589,25,652615,652514,-40.62001037597656,17.8,36500
0.001,82.40210685999999,25242,1.1598811149597168,25,652789,652688,-41.006736755371094,17.72,36510
0.001,82.46757953000001,25244,0.5961916446685791,25,652967,652866,-40.25543975830078,17.74,36520
0.001,82.32403047,25245,0.8484745025634766,25,653140,653039,-41.06976318359375,17.7,36530
0.001,82.29328224999999,25247,0.8324846029281616,25,653319,653218,-40.7120475769043,17.69,36540
0.001,82.32990777,25248,0.641796350479126,25,653501,653400,-38.24095916748047,17.7,36550
0.001,82.36155484000001,25250,0.7907854914665222,25,653674,653573,-39.366905212402344,17.71,36560
0.001,82.35010724,25251,1.2042739391326904,25,653851,653750,-40.36824035644531,17.7,36570
0.001,82.1150197,25253,0.7259688973426819,25,654027,653926,-37.85268783569336,17.61,36580
0.001,82.12557663,25255,0.786347508430481,25,654207,654106,-40.47612762451172,17.62,36590
0.001,82.53163778999999,25256,0.5665220022201538,25,654391,654290,-39.62998962402344,17.76,36600
0.001,82.56967497,25258,1.023756980895996,25,654566,654465,-41.534217834472656,17.77,36610
0.001,82.41900353999999,25260,0.8621538281440735,25,654739,654638,-40.276039123535156,17.72,36620
0.001,82.49468698000001,25261,0.9195635318756104,25,654915,654814,-41.955345153808594,17.75,36630
0.001,82.48133474000001,25263,0.8370459079742432,25,655094,654993,-40.690731048583984,17.75,36640
0.001,82.30165497,25264,0.8581100106239319,25,655270,655169,-39.84400177001953,17.69,36650
0.001,82.4400332,25266,1.2477257251739502,25,655448,655347,-38.41357421875,17.74,36660
0.001,82.45800806,25268,1.1273235082626343,25,655627,655526,-40.02469253540039,17.76,36670
0.001,82.63791648,25269,0.9540371894836426,25,655810,655709,-39.41482162475586,17.83,36680
0.001,82.78234081000001,25271,1.0581154823303223,25,655994,655893,-39.76372146606445,17.87,36690
0.001,82.61704882999999,25273,0.6886733770370483,25,656172,656071,-40.883907318115234,17.81,36700
0.001,83.01267968999998,25274,0.36104798316955566,25,656360,656259,-41.628562927246094,17.94,36710
0.001,83.43752205999999,25276,0.3805139660835266,25,656547,656446,-39.06886291503906,18.08,36720
0.001,83.67945516000002,25277,0.7679061889648438,25,656731,656630,-40.89910888671875,18.16,36730
0.001,83.65497034,25279,1.3767383098602295,25,656909,656808,-38.62894058227539,18.15,36740
0.001,83.68630756999997,25281,0.5576231479644775,25,657086,656985,-40.57862091064453,18.16,36750
0.001,83.93276255999999,25283,0.6212282180786133,25,657272,657171,-40.51371765136719,18.24,36760
0.001,83.89655753000001,25284,0.4888918399810791,26,657449,657348,-42.20405578613281,18.22,36770
0.001,83.71163525999998,25286,0.3175976872444153,26,657625,657524,-39.339141845703125,18.15,36780
0.001,83.46639404,25287,1.2360944747924805,26,657801,657700,-41.10521697998047,18.07,36790
0.001,83.5268848,25289,0.9265590310096741,26,657982,657881,-41.429832458496094,18.1,36800
0.001,83.22006540000001,25290,0.6792261600494385,26,658160,658059,-42.09791946411133,18.0,36810
0.001,83.05185026999999,25292,0.7317067384719849,26,658342,658241,-41.495662689208984,17.95,36820
0.001,83.1317426,25294,0.8731954097747803,26,658529,658428,-39.397178649902344,17.98,36830
0.001,83.23443975000002,25296,0.5311933755874634,26,658710,658609,-41.69978713989258,18.01,36840
0.001,83.13655441,25297,0.9960744976997375,26,658884,658783,-38.89286422729492,17.98,36850
0.001,82.84215891,25299,1.4085350036621094,26,659061,658960,-39.928565979003906,17.89,36860
0.001,82.83799386999999,25300,1.5651578903198242,26,659238,659137,-42.38567352294922,17.89,36870
0.001,83.02995260000002,25302,1.5990617275238037,26,659421,659320,-39.08387756347656,17.96,36880
0.001,83.02741902000001,25304,1.1991493701934814,26,659597,659496,-42.24791717529297,17.96,36890
0.001,82.93967419,25305,0.9466010928153992,26,659774,659673,-40.4063606262207,17.92,36900
0.001,82.95103705,25307,0.700823187828064,26,659952,659851,-39.367088317871094,17.92,36910
0.001,82.84037396,25308,0.34636539220809937,26,660130,660029,-40.18897247314453,17.88,36920
0.001,82.61878038,25310,0.6573958396911621,26,660309,660208,-39.803916931152344,17.8,36930
0.001,82.54410687,25311,0.5188159346580505,26,660488,660387,-42.28912353515625,17.78,36940
0.001,82.80873006,25313,0.8304569721221924,26,660671,660570,-40.30023193359375,17.87,36950
0.001,82.83957851000001,25315,0.3920401334762573,26,660849,660748,-38.833824157714844,17.88,36960
0.001,82.89089448,25316,1.0477519035339355,26,661028,660927,-38.433929443359375,17.9,36970
0.001,82.57270831,25318,0.8389260768890381,26,661200,661099,-40.71044921875,17.79,36980
0.001,82.63702372,25319,1.0681514739990234,26,661379,661278,-37.979339599609375,17.82,36990
0.001,82.56037798999999,25321,0.5881909132003784,26,661553,661452,-39.44426727294922,17.79,37000
0.001,82.42583724,25323,0.7391169667243958,26,661727,661626,-38.259063720703125,17.75,37010
0.001,82.30633390999999,25324,0.3421920835971832,26,661901,661800,-42.097900390625,17.71,37020
0.001,82.19768441000001,25326,0.8374468088150024,26,662076,661975,-39.815982818603516,17.67,37030
0.001,82.18381648999998,25328,0.6970278024673462,26,662254,662153,-41.259273529052734,17.66,37040
0.001,82.07996556999998,25329,0.7435261607170105,26,662433,662332,-39.98789978027344,17.62,37050
0.001,82.09219357,25331,0.595442533493042,26,662611,662510,-41.270938873291016,17.62,37060
0.001,82.05919111000001,25332,0.5313270092010498,26,662788,662687,-40.29657745361328,17.6,37070
0.001,82.25636041,25334,0.6526517868041992,26,662967,662866,-39.19322204589844,17.67,37080
0.001,82.41840653,25336,0.9224151968955994,26,663151,663050,-42.390281677246094,17.72,37090
0.001,82.62795682999999,25337,0.764741063117981,26,663333,663232,-37.506752014160156,17.8,37100
0.001,82.79092843999999,25339,0.5021129846572876,26,663512,663411,-38.83940124511719,17.85,37110
0.001,82.94659733999998,25340,0.9934974908828735,26,663691,663590,-39.42531967163086,17.9,37120
0.001,83.02008728999999,25342,1.1215100288391113,26,663869,663768,-40.49515151977539,17.93,37130
0.001,83.06006238000002,25343,0.2244107723236084,26,664049,663948,-42.07762145996094,17.95,37140
0.001,83.04504913000001,25345,1.1163179874420166,26,664228,664127,-41.060359954833984,17.95,37150
0.001,83.08069718,25347,1.1820573806762695,26,664407,664306,-39.337982177734375,17.96,37160
0.001,83.03811108000002,25349,0.745112955570221,26,664583,664482,-40.64495849609375,17.95,37170
0.001,83.03670225,25350,0.700647234916687,26,664761,664660,-39.41366195678711,17.94,37180
0.001,82.97092406999998,25352,0.7645128965377808,26,664942,664841,-38.29925537109375,17.91,37190
0.001,82.95507020999999,25353,0.989389955997467,26,665123,665022,-41.42852783203125,17.9,37200
0.001,83.09126556000001,25355,0.752984344959259,26,665307,665206,-40.12519836425781,17.95,37210
0.001,83.00543981000001,25357,0.45520108938217163,26,665483,665382,-40.8590087890625,17.92,37220
0.001,83.11260824000001,25358,1.0307704210281372,26,665665,665564,-41.69883728027344,17.96,37230
0.001,83.04748400999999,25360,1.2432692050933838,26,665842,665741,-40.68792724609375,17.93,37240
0.001,83.00297441000001,25362,0.6969991326332092,26,666019,665918,-40.0616455078125,17.91,37250
0.001,83.03876845999999,25363,0.43023574352264404,26,666200,666099,-40.46295166015625,17.93,37260
0.001,83.0060753,25365,0.4774743318557739,26,666375,666274,-39.80126190185547,17.92,37270
0.001,82.90321019,25366,0.8216061592102051,26,666550,666449,-39.918357849121094,17.89,37280
0.001,82.86484739,25368,0.9198619723320007,26,666730,666629,-39.46451950073242,17.88,37290
0.001,82.71939557,25369,0.46967828273773193,26,666906,666805,-39.241943359375,17.83,37300
0.001,82.68760696,25371,0.7400845289230347,26,667089,666988,-40.75065612792969,17.82,37310
0.001,82.68842837999999,25373,0.7764416933059692,26,667265,667164,-40.30152893066406,17.82,37320
0.001,82.67660201000001,25374,0.7299563884735107,26,667446,667345,-38.50555419921875,17.81,37330
0.001,82.83994722,25376,0.5901379585266113,26,667629,667528,-40.76321029663086,17.87,37340
0.001,82.79037592,25378,1.3308427333831787,26,667805,667704,-39.56584548950195,17.86,37350
0.001,82.63080405000001,25379,1.1219933032989502,26,667980,667879,-39.429832458496094,17.8,37360
0.001,83.01705394000001,25381,0.6014308929443359,26,668168,668067,-38.677391052246094,17.93,37370
0.001,83.00869633999999,25382,1.0387604236602783,26,668343,668242,-42.067771911621094,17.93,37380
0.001,83.16455198999998,25384,0.8974301815032959,26,668529,668428,-40.1310920715332,17.99,37390
0.001,83.26481469000001,25386,0.9943738579750061,26,668708,668607,-40.055049896240234,18.02,37400
0.001,83.11393595999999,25387,0.6380911469459534,26,668885,668784,-43.668907165527344,17.96,37410
0.001,83.11272618999999,25389,0.6480569839477539,26,669061,668960,-39.414127349853516,17.96,37420
0.001,83.14713977000001,25390,0.47574377059936523,26,669243,669142,-38.83418273925781,17.97,37430
0.001,82.93338071999999,25392,0.607247531414032,26,669419,669318,-39.59466552734375,17.9,37440
0.001,82.83296952999999,25393,1.1268068552017212,26,669591,669490,-40.07769012451172,17.86,37450
0.001,82.94560658,25395,1.1008367538452148,26,669770,669669,-38.97877502441406,17.9,37460
0.001,82.71790853,25397,1.3301854133605957,26,669951,669850,-36.82345199584961,17.83,37470
0.001,82.87626378,25398,1.0755085945129395,26,670131,670030,-39.9386100769043,17.88,37480
0.001,82.7025381,25400,0.33496636152267456,26,670311,670210,-41.50084686279297,17.82,37490
0.001,82.91144574000002,25402,0.8779805898666382,26,670498,670397,-41.31418991088867,17.9,37500
0.001,82.964183,25403,0.9438683390617371,26,670677,670576,-40.534576416015625,17.92,37510
0.001,83.17571631000001,25405,1.0045242309570312,26,670860,670759,-37.942626953125,17.99,37520
0.001,82.89189551,25407,0.623126208782196,26,671032,670931,-39.49567413330078,17.89,37530
0.001,82.83390107000001,25408,0.5732170343399048,26,671206,671105,-41.76849365234375,17.87,37540
0.001,83.06465016,25410,0.915124773979187,26,671386,671285,-39.823974609375,17.95,37550
0.001,83.11613357999998,25411,1.0328704118728638,26,671567,671466,-39.63543701171875,17.97,37560
0.001,83.11642674,25413,0.6730306148529053,26,671747,671646,-40.3199348449707,17.96,37570
0.001,83.09968668000002,25415,0.30912724137306213,26,671927,671826,-41.438255310058594,17.96,37580
0.001,83.29083287000002,25416,0.48568087816238403,26,672113,672012,-38.56130599975586,18.02,37590
0.001,82.98006263,25418,1.1041576862335205,26,672289,672188,-40.938446044921875,17.91,37600
0.001,82.8808064,25420,1.1459300518035889,26,672465,672364,-38.60008239746094,17.88,37610
0.001,82.76068769000001,25421,0.34952643513679504,26,672644,672543,-39.678733825683594,17.84,37620
0.001,83.07521143,25423,0.7367631196975708,26,672827,672726,-35.824684143066406,17.95,37630
0.001,83.22853062999998,25425,0.8919621109962463,26,673006,672905,-41.46013641357422,18.0,37640
0.001,83.32752578,25426,1.270368218421936,26,673190,673089,-41.41936111450195,18.04,37650
0.001,83.24488593,25428,0.5048208236694336,26,673368,673267,-39.42569351196289,18.01,37660
0.001,83.21680685999999,25430,0.8898347616195679,26,673548,673447,-39.81767272949219,18.01,37670
0.001,83.39315533999999,25431,0.7241935729980469,26,673734,673633,-38.979984283447266,18.07,37680
0.001,83.06891372,25433,0.666965126991272,26,673909,673808,-41.709251403808594,17.96,37690
0.001,82.98149297,25435,0.6470819711685181,26,674082,673981,-39.44502639770508,17.93,37700
0.001,82.89598173999998,25437,0.6067235469818115,26,674255,674154,-40.30768585205078,17.9,37710
0.001,82.83105878999999,25438,0.9202136993408203,26,674432,674331,-40.68088912963867,17.88,37720
0.001,82.66320526,25440,0.8030164241790771,26,674609,674508,-39.824134826660156,17.82,37730
0.001,82.76369831,25442,0.7580127120018005,26,674791,674690,-37.6751708984375,17.85,37740
0.001,82.70495693999999,25443,1.5367496013641357,26,674973,674872,-38.02641296386719,17.83,37750
0.001,82.56788843999999,25445,1.0113521814346313,26,675146,675045,-38.330322265625,17.78,37760
0.001,82.47880381,25447,0.9493112564086914,26,675322,675221,-41.03923797607422,17.74,37770
0.001,82.36778609,25448,0.8936190009117126,26,675504,675403,-41.2435302734375,17.7,37780
0.001,82.39166286,25450,0.9814781546592712,26,675680,675579,-40.991371154785156,17.71,37790
0.001,82.47705681,25452,0.9896220564842224,26,675856,675755,-39.052520751953125,17.74,37800
0.001,82.88167290999999,25453,0.8958421945571899,26,676043,675942,-41.159400939941406,17.88,37810
0.001,82.68117188000001,25455,0.8374893665313721,26,676213,676112,-39.53573226928711,17.81,37820
0.001,82.768174,25457,0.7675033807754517,26,676393,676292,-40.04926300048828,17.84,37830
0.001,82.7027653,25458,0.4754553437232971,26,676573,676472,-40.833229064941406,17.82,37840
0.001,82.77451161,25460,0.9088704586029053,26,676757,676656,-40.2348747253418,17.84,37850
0.001,82.85049242999999,25462,0.7073571681976318,26,676933,676832,-39.89657211303711,17.87,37860
0.001,83.02965409999999,25464,0.8772623538970947,26,677116,677015,-41.38414764404297,17.94,37870
0.001,83.32801687999999,25466,0.918660044670105,26,677308,677207,-39.33323669433594,18.04,37880
0.001,83.26631673,25467,1.0119726657867432,26,677482,677381,-37.5799560546875,18.02,37890
0.001,83.35153038,25469,0.559375524520874,26,677661,677560,-39.29016876220703,18.05,37900
0.001,83.02204676,25470,0.8418558835983276,26,677837,677736,-39.510372161865234,17.94,37910
0.001,83.12749539999999,25472,0.7965087294578552,26,678011,677910,-39.69868850708008,17.98,37920
0.001,83.35364225,25473,0.6529638767242432,26,678199,678098,-39.32008743286133,18.06,37930
0.001,83.19800597,25475,0.5757162570953369,26,678374,678273,-40.680519104003906,18.01,37940
0.001,82.91790143,25477,1.333353877067566,26,678548,678447,-41.38231658935547,17.91,37950
0.001,83.22802404000002,25478,0.8056598901748657,26,678734,678633,-37.24175262451172,18.01,37960
0.001,83.12630852000001,25480,0.6129196882247925,26,678913,678812,-40.06806182861328,17.97,37970
0.001,82.63606562999999,25482,0.6522722244262695,26,679088,678987,-37.22501754760742,17.8,37980
0.001,82.7520413,25483,0.6449610590934753,26,679265,679164,-41.45323181152344,17.83,37990
0.001,82.54329235000002,25485,0.7524689435958862,26,679437,679336,-38.647891998291016,17.76,38000
0.001,82.6894642,25487,0.3366481065750122,26,679617,679516,-41.27608871459961,17.8,38010
0.001,82.8469008,25488,0.97365802526474,26,679796,679695,-42.420448303222656,17.85,38020
0.001,82.49346022,25490,1.1953928470611572,26,679972,679871,-42.75529479980469,17.73,38030
0.001,82.57483964000001,25492,0.4705357253551483,26,680150,680049,-41.23082733154297,17.76,38040
0.001,82.76093342,25493,0.6990369558334351,26,680330,680229,-38.68208312988281,17.82,38050
0.001,82.48283330999999,25495,0.7092553973197937,26,680507,680406,-39.292266845703125,17.73,38060
0.001,82.54474167000001,25497,0.4211203455924988,26,680688,680587,-40.30173873901367,17.75,38070
0.001,82.91563500999999,25498,0.6456282138824463,26,680875,680774,-41.128936767578125,17.87,38080
0.001,82.96213661999998,25500,0.7070719599723816,26,681054,680953,-40.16422653198242,17.89,38090
0.001,83.15142715999998,25502,1.0156668424606323,26,681232,681131,-40.01762390136719,17.95,38100
0.001,83.32930177,25504,0.5658095479011536,26,681419,681318,-40.876461029052734,18.02,38110
0.001,83.3230241,25505,0.6714159846305847,26,681598,681497,-40.35743713378906,18.02,38120
0.001,83.61435524999999,25507,0.3423280715942383,26,681784,681683,-40.51803970336914,18.12,38130
0.001,83.59744406999998,25508,1.386296033859253,26,681961,681860,-39.527854919433594,18.11,38140
0.001,83.63867760000001,25510,1.1739115715026855,26,682143,682042,-41.53092956542969,18.13,38150
0.001,83.82415169,25512,0.8463088274002075,26,682326,682225,-40.83391189575195,18.19,38160
0.001,83.82376653,25514,0.7723724246025085,26,682508,682407,-41.41127014160156,18.2,38170
