train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps,train/n_updates,train/actor_loss,rollout/ep_len_mean,time/episodes
0.001,83.3642581,3045,0.703394889831543,72,220134,220033,-39.88031005859375,18.05,12320
0.001,83.34542789999999,3048,0.73892742395401,72,220314,220213,-40.920257568359375,18.04,12330
0.001,83.56087963,3050,0.5569652318954468,72,220497,220396,-41.19870376586914,18.11,12340
0.001,83.42094743000001,3053,0.94395911693573,72,220671,220570,-42.42228317260742,18.06,12350
0.001,83.72507425000002,3055,1.1982429027557373,72,220855,220754,-40.97303009033203,18.16,12360
0.001,83.60070106,3058,1.1011383533477783,72,221034,220933,-38.8288459777832,18.12,12370
0.001,83.39992210999999,3060,1.2347004413604736,72,221208,221107,-40.38818359375,18.04,12380
0.001,83.74762262,3063,0.8367905616760254,72,221394,221293,-40.64349365234375,18.16,12390
0.001,83.4613408,3065,0.44448766112327576,72,221568,221467,-39.22614669799805,18.05,12400
0.001,83.09612927,3068,0.7459900379180908,72,221744,221643,-39.083045959472656,17.92,12410
0.001,83.00960477000001,3071,0.7733758687973022,72,221923,221822,-38.58770751953125,17.89,12420
0.001,82.98036983,3073,0.6592270135879517,72,222102,222001,-38.96990966796875,17.88,12430
0.001,83.02224379,3076,0.6755936145782471,72,222287,222186,-38.34280776977539,17.9,12440
0.001,83.40374874,3078,1.1893956661224365,72,222474,222373,-40.71636199951172,18.03,12450
0.001,83.11341212999997,3081,0.5796190500259399,72,222649,222548,-38.61500930786133,17.94,12460
0.001,83.18298173,3083,0.550967812538147,72,222830,222729,-38.65508270263672,17.96,12470
0.001,83.36675,3086,0.7195941209793091,72,223010,222909,-41.5296516418457,18.02,12480
0.001,83.20678437999999,3089,0.793594479560852,72,223191,223090,-38.402503967285156,17.97,12490
0.001,83.27794399999999,3091,0.7035195231437683,72,223368,223267,-38.880550384521484,18.0,12500
0.001,83.51396705,3094,0.9298036098480225,72,223552,223451,-40.394805908203125,18.08,12510
0.001,83.49477562,3096,0.8610155582427979,72,223730,223629,-38.090755462646484,18.07,12520
0.001,83.54816618000001,3099,0.7620135545730591,72,223911,223810,-41.199546813964844,18.09,12530
0.001,83.47363419,3101,0.6164844036102295,72,224093,223992,-38.9300651550293,18.06,12540
0.001,83.32564956999998,3104,1.2426538467407227,72,224275,224174,-40.399330139160156,18.01,12550
0.001,83.46287304000002,3106,0.3507351279258728,72,224454,224353,-41.43266296386719,18.05,12560
0.001,83.46470339000001,3109,1.3190336227416992,72,224636,224535,-41.217384338378906,18.06,12570
0.001,83.42767551000001,3111,0.8215587735176086,72,224816,224715,-38.474822998046875,18.06,12580
0.001,83.4769999,3114,0.589226245880127,72,224999,224898,-39.30724334716797,18.08,12590
0.001,83.53058714999999,3117,0.6020990610122681,72,225178,225077,-37.32478332519531,18.1,12600
0.001,83.45535482,3120,0.5911126136779785,72,225360,225259,-39.85759353637695,18.08,12610
0.001,83.28086526999999,3122,0.5507420301437378,72,225533,225432,-39.2067756652832,18.03,12620
0.001,83.21869707000002,3124,1.0820032358169556,72,225712,225611,-39.783172607421875,18.01,12630
0.001,83.16812413,3127,0.6886275410652161,72,225893,225792,-38.87171936035156,18.0,12640
0.001,83.05016670999997,3129,0.9402081370353699,72,226071,225970,-41.887996673583984,17.96,12650
0.001,82.95222715,3132,0.47177931666374207,72,226246,226145,-41.42792510986328,17.92,12660
0.001,82.82789003999999,3134,1.066005825996399,72,226424,226323,-42.009952545166016,17.88,12670
0.001,82.98406519999999,3137,0.9636541604995728,72,226608,226507,-38.69318389892578,17.92,12680
0.001,82.90431453000001,3140,1.0118776559829712,72,226788,226687,-41.456321716308594,17.89,12690
0.001,82.83286144,3142,1.164132833480835,72,226964,226863,-40.06816101074219,17.86,12700
0.001,82.59925185,3144,0.8987248539924622,72,227138,227037,-41.80098342895508,17.78,12710
0.001,82.67631939,3147,0.7238970994949341,72,227313,227212,-37.85332107543945,17.8,12720
0.001,82.62771643999999,3149,0.8076183199882507,72,227490,227389,-40.706756591796875,17.78,12730
0.001,82.51660629,3152,0.5744927525520325,72,227667,227566,-38.76300048828125,17.74,12740
0.001,82.54287095999999,3154,1.104494571685791,72,227846,227745,-42.361873626708984,17.75,12750
0.001,82.60473731,3156,1.0485869646072388,72,228024,227923,-41.88092041015625,17.78,12760
0.001,82.58909124999998,3159,0.6463443040847778,72,228202,228101,-40.752498626708984,17.78,12770
0.001,82.51820843,3161,0.9768363237380981,72,228385,228284,-38.526397705078125,17.77,12780
0.001,82.61480362,3164,1.2322684526443481,72,228568,228467,-40.344268798828125,17.8,12790
0.001,82.74446237000001,3167,1.058779239654541,72,228749,228648,-41.33184051513672,17.85,12800
0.001,82.79924287,3169,0.8491796851158142,72,228925,228824,-40.169036865234375,17.87,12810
0.001,82.75846469,3171,0.8372074365615845,72,229099,228998,-41.18268966674805,17.86,12820
0.001,82.76563971,3174,0.6387198567390442,72,229277,229176,-40.75239944458008,17.87,12830
0.001,83.06139146,3177,0.5165765285491943,72,229464,229363,-37.91067123413086,17.97,12840
0.001,83.03568485000001,3179,1.2651407718658447,72,229642,229541,-39.540855407714844,17.96,12850
0.001,83.08438759,3182,0.667684018611908,72,229821,229720,-38.29214096069336,17.97,12860
0.001,83.12440622999999,3184,1.0801620483398438,72,229999,229898,-38.30657958984375,17.97,12870
0.001,82.82415875999999,3186,0.8853943347930908,72,230171,230070,-40.157127380371094,17.86,12880
0.001,82.44884956,3189,0.8815941214561462,72,230341,230240,-39.86581039428711,17.73,12890
0.001,82.18809142,3192,0.4317251443862915,72,230513,230412,-39.799617767333984,17.64,12900
0.001,82.13071922,3194,1.2124977111816406,72,230687,230586,-40.52497863769531,17.62,12910
0.001,82.21537387000001,3197,1.1323376893997192,72,230863,230762,-39.225189208984375,17.64,12920
0.001,82.23455886000002,3199,0.7039123177528381,72,231041,230940,-40.42138671875,17.64,12930
0.001,82.08682533999999,3202,0.2379658818244934,72,231222,231121,-41.889610290527344,17.58,12940
0.001,82.43431918,3204,0.8525334000587463,72,231412,231311,-40.452171325683594,17.7,12950
0.001,82.22381357,3207,0.8414524793624878,72,231584,231483,-39.00464630126953,17.63,12960
0.001,82.21983354,3209,0.7234857082366943,72,231762,231661,-42.426292419433594,17.63,12970
0.001,82.59442564,3212,0.5065531730651855,72,231947,231846,-40.167945861816406,17.76,12980
0.001,82.98062608999999,3215,1.3462263345718384,72,232130,232029,-38.519569396972656,17.89,12990
